,sector,name,weight,price,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Volatility,Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Avg Volume,Price,Recom,SMA20,SMA50,SMA200,Volume,Change
NLOK,Information Technology,NortonLifeLock Inc.,0.041336,24.53,S&P500,17.34,1.42,0.30%,581.00M,-3.54%,14.02B,12.53,1.96,145.71%,578.66M,10.00%,836.00M,2.14,0.43,97.30%,4.03%,-4.70%,2.80B,5.02,21.90%,-6.23%,3.50,-3.08%,-0.16,-,12.30%,26.56,-0.37%,3.31,7.42,8.10%,-363.50%,21.55 - 30.92,-5.58%,0.50,21.09,41.70%,21.90%,-20.65%,0.66,2.04%,0.70,-7.00%,85.40%,13.83%,0.55,2700,0.70,6.50%,35.80%,58.37,2.28% 2.27%,Yes,-,-42.60%,29.90%,0.90,24.57,Yes,-,Aug 04 AMC,34.80%,6.66M,24.53,2.20,3.79%,4.14%,-4.20%,"5,999,222",-0.16%
VTRS,Health Care,Viatris Inc.,0.034225,9.74,S&P500,70.73,0.14,0.20%,1.21B,1.47%,12.15B,2.84,3.41,-15.38%,1.21B,-10.36%,167.70M,-,0.83,75.10%,2.27%,-7.63%,17.65B,0.69,5.80%,0.47%,2.32,-33.58%,16.89,0.57,0.30%,14.53,-32.19%,0.67,14.52,-1.30%,0.80%,9.44 - 15.60,-28.38%,0.48,5.02,-25.70%,-1.50%,-37.88%,1.26,4.95%,0.80,10.10%,39.20%,2.59%,0.34,37000,1.20,-5.40%,5.30%,39.26,3.48% 3.28%,Yes,1.08,138.30%,1.00%,1.10,9.78,Yes,0.92,Aug 08 BMO,325.40%,11.85M,9.69,2.60,-3.83%,-10.56%,-20.81%,"12,979,579",-0.92%
BXP,Real Estate,Boston Properties Inc.,0.037035,91.16,S&P500,26.07,3.50,0.18%,156.65M,2.95%,14.20B,25.77,3.54,-6.82%,156.42M,1.28%,547.60M,3.72,0.78,-,3.22%,-26.20%,2.93B,4.85,-42.80%,0.03%,4.44,-17.48%,37.30,2.44,-,112.83,-23.01%,2.80,32.54,7.00%,-,84.86 - 133.11,-20.85%,3.92,-,-0.60%,4.90%,-31.52%,1.14,4.30%,-,2.50%,63.70%,7.42%,2.12,743,-,5.70%,-,50.58,2.09% 2.15%,Yes,2.27,55.50%,-,1.54,90.08,Yes,2.27,Jul 26 AMC,-,1.13M,91.16,2.50,2.62%,-4.78%,-19.47%,"1,743,222",1.20%
CE,Materials,Celanese Corporation,0.037811,117.82,S&P500,6.22,18.88,0.30%,108.19M,3.68%,12.94B,7.21,16.30,0.55%,108.03M,-1.85%,2.09B,-,4.56,98.10%,1.63%,-17.78%,9.28B,1.39,1.20%,0.08%,1.54,-26.59%,42.58,2.76,17.50%,152.82,-24.52%,5.58,21.07,-0.89%,50.10%,104.74 - 176.50,-30.08%,2.72,11.29,22.50%,19.80%,-33.42%,1.25,2.31%,1.00,9.60%,31.70%,12.19%,4.15,8529,1.60,41.20%,23.20%,47.36,3.60% 3.22%,Yes,0.87,62.70%,22.30%,1.35,119.78,Yes,0.68,Jul 28 AMC,14.40%,1.14M,117.51,2.20,3.48%,-10.54%,-21.24%,"1,544,174",-1.90%
KIM,Real Estate,Kimco Realty Corporation,0.039166,22.5,S&P500,14.02,1.58,2.10%,615.34M,3.08%,13.64B,31.45,0.70,-0.14%,604.99M,9.56%,914.40M,-,0.15,96.60%,2.48%,-16.09%,1.51B,9.04,-28.90%,-0.13%,3.08,-5.51%,16.09,1.37,5.80%,24.32,4.15%,0.54,40.75,-,11.10%,18.52 - 26.57,-10.30%,0.80,139.60,15.20%,2.20%,-16.77%,1.39,3.62%,-,3.10%,69.70%,19.35%,0.49,606,-,57.60%,24.00%,64.74,1.75% 2.22%,Yes,0.76,-72.40%,57.50%,1.76,21.86,Yes,0.76,Jul 28 BMO,39.20%,4.86M,22.11,2.10,7.58%,4.90%,-4.70%,"8,542,436",1.14%
MAS,Industrials,Masco Corporation,0.038543,55.38,S&P500,24.71,2.24,0.40%,239.00M,-1.65%,13.06B,12.33,4.49,-8.11%,235.47M,9.77%,546.00M,2.29,1.19,95.80%,2.71%,0.58%,8.61B,1.52,-46.90%,0.16%,2.84,-10.04%,-1.55,-,9.90%,64.50,-5.59%,2.03,27.27,10.80%,-263.10%,46.27 - 71.06,-21.13%,1.12,30.74,1.90%,35.70%,-22.06%,1.25,2.02%,1.00,2.60%,33.30%,19.69%,1.51,20000,1.60,11.70%,15.80%,58.73,2.79% 2.67%,Yes,-,165.50%,6.30%,0.76,55.28,Yes,-,Jul 28 BMO,43.60%,2.25M,55.38,2.50,3.30%,3.42%,-5.58%,"1,703,068",0.18%
NI,Utilities,NiSource Inc,0.035383,30.5,S&P500,19.99,1.52,0.30%,406.00M,6.89%,12.18B,19.63,1.55,0.00%,404.27M,3.19%,661.10M,2.78,0.13,94.90%,3.52%,1.13%,5.23B,2.33,771.10%,-0.53%,3.19,8.69%,13.93,2.18,2.80%,32.00,20.63%,0.29,106.42,7.18%,12.80%,23.65 - 32.58,10.11%,0.94,27.03,4.40%,5.80%,-6.71%,0.35,3.09%,0.60,1.80%,69.00%,28.54%,0.60,7272,0.70,21.20%,22.50%,64.95,1.88% 2.14%,Yes,1.73,30.80%,12.60%,1.88,29.93,Yes,1.62,Aug 03 BMO,54.40%,4.46M,30.40,1.90,5.39%,3.23%,7.02%,"8,402,262",1.57%
CBOE,Financials,Cboe Global Markets Inc,0.038791,123.38,S&P500,26.42,4.67,0.40%,106.60M,-0.28%,13.13B,18.59,6.64,0.15%,105.69M,8.32%,499.70M,5.40,1.69,87.90%,1.57%,7.04%,3.46B,3.80,15.10%,0.06%,2.68,7.52%,33.46,3.69,6.70%,136.60,6.41%,6.65,18.54,4.90%,14.20%,103.82 - 139.00,-5.38%,1.92,13.05,16.70%,11.70%,-11.24%,0.61,1.56%,1.30,39.70%,44.20%,18.84%,2.70,1196,1.30,-3.60%,24.20%,62.14,2.25% 2.15%,Yes,0.00,-19.70%,14.40%,1.81,125.67,Yes,0.45,Jul 29 BMO,39.80%,618.85K,123.38,2.40,2.50%,7.68%,2.87%,"1,122,187",-1.82%
LVS,Consumer Discretionary,Las Vegas Sands Corp.,0.038476,37.77,S&P500,-,-1.80,0.10%,764.00M,-3.33%,29.19B,27.47,1.37,0.00%,330.73M,12.14%,-1372.00M,-,-0.22,38.70%,6.71%,5.63%,3.85B,7.58,20.00%,-0.25%,3.02,-10.43%,5.93,6.36,-4.70%,46.85,-12.33%,8.30,4.54,-1.75%,-34.60%,28.88 - 48.27,0.13%,-,-,-22.10%,-4.90%,-21.92%,1.30,-,3.10,-17.80%,31.40%,30.53%,1.44,44500,3.10,-21.20%,-21.40%,57.87,2.61% 3.79%,Yes,3.31,-74.50%,-24.90%,0.72,38.52,Yes,3.29,Jul 20 AMC,-,7.34M,37.69,2.30,5.30%,9.43%,-0.75%,"5,259,588",-2.15%
CTXS,Information Technology,Citrix Systems Inc.,0.036523,101.41,S&P500,46.26,2.19,0.70%,125.50M,-0.07%,12.87B,17.51,5.79,0.00%,124.43M,4.72%,277.70M,21.03,1.23,93.10%,4.16%,0.70%,3.27B,3.94,-39.10%,-1.17%,4.28,0.70%,5.30,19.13,4.10%,100.20,2.43%,5.83,17.41,2.20%,58.30%,78.07 - 115.00,7.21%,1.48,24.89,-4.00%,9.70%,-11.82%,0.08,1.46%,0.70,3.30%,80.90%,29.90%,1.13,9700,0.70,6.40%,7.40%,55.89,0.52% 1.15%,Yes,5.01,-34.00%,8.50%,0.58,101.80,Yes,4.86,-,49.90%,1.21M,101.41,2.80,0.59%,2.25%,4.14%,"699,621",-0.38%
HWM,Industrials,Howmet Aerospace Inc.,0.039712,37.1,S&P500,52.15,0.71,0.40%,419.00M,8.06%,15.69B,20.12,1.84,-3.61%,415.12M,18.55%,306.00M,1.84,0.33,92.00%,1.97%,6.24%,5.09B,3.08,23.60%,0.14%,3.06,21.18%,8.12,4.57,3.00%,41.45,12.18%,1.23,30.18,28.35%,8.80%,27.41 - 37.66,16.65%,0.08,54.68,17.40%,7.00%,-1.41%,1.58,0.22%,1.00,-16.70%,27.80%,35.46%,1.03,19900,2.20,9.50%,12.60%,72.24,2.71% 2.90%,Yes,1.24,70.00%,6.00%,1.50,36.04,Yes,1.24,Aug 04 BMO,8.30%,2.67M,37.13,2.00,10.87%,10.31%,12.06%,"4,006,087",3.02%
APA,Energy,APA Corp.,0.035099,37.01,S&P500,5.30,7.01,0.30%,346.00M,14.69%,12.91B,3.69,10.07,-8.24%,337.08M,2.96%,2.47B,0.19,2.47,86.10%,2.98%,-10.33%,8.78B,1.47,120.20%,-0.36%,1.09,12.81%,-0.05,-,18.80%,53.24,94.81%,0.67,55.19,28.61%,-268.80%,15.55 - 51.95,38.23%,0.50,3.56,22.10%,31.20%,-28.45%,3.98,1.35%,1.00,8.30%,68.60%,139.11%,2.09,2253,1.20,42.70%,49.10%,54.42,5.42% 5.30%,Yes,-,430.10%,28.10%,0.83,35.62,Yes,-,Aug 04 BMO,3.40%,9.22M,37.17,2.40,10.23%,-6.54%,6.54%,"7,675,720",4.35%
TFX,Health Care,Teleflex Incorporated,0.033235,240.46,S&P500,23.39,10.28,0.20%,46.88M,-9.32%,11.37B,15.73,15.28,-3.09%,46.80M,-6.37%,487.60M,2.25,3.34,92.79%,3.14%,-18.63%,2.82B,4.04,44.00%,1.11%,3.68,-18.64%,80.97,2.97,7.00%,339.82,-39.28%,9.87,24.36,10.40%,13.30%,235.01 - 405.97,-26.80%,1.36,24.00,15.50%,9.60%,-40.77%,1.17,0.57%,1.50,8.50%,55.10%,2.32%,8.46,14000,2.30,1.20%,21.80%,38.62,2.88% 2.68%,Yes,0.49,3.40%,17.30%,4.20,245.69,Yes,0.46,Jul 28 BMO,13.10%,399.61K,240.46,2.40,-4.96%,-9.06%,-23.02%,"1,679,291",-2.13%
L,Financials,Loews Corporation,0.032889,58.25,S&P500,9.05,6.44,0.10%,247.97M,2.10%,14.42B,-,-,-69.07%,203.32M,-1.34%,1.66B,0.64,-,62.00%,0.77%,-9.80%,14.52B,0.99,282.60%,0.21%,1.62,-0.03%,66.84,0.87,2.00%,-,8.15%,3.22,18.08,14.03%,9.40%,51.35 - 68.20,0.85%,0.25,6.19,25.70%,7.90%,-14.59%,0.84,0.43%,-,2.20%,-,13.44%,1.20,10340,-,-4.90%,18.40%,49.34,1.77% 1.88%,Yes,0.56,39.60%,11.40%,0.72,57.74,Yes,0.54,Aug 01 BMO,3.90%,967.13K,58.25,3.00,0.82%,-3.26%,-3.19%,"692,640",0.88%
UAL,Industrials,United Airlines Holdings Inc.,0.034151,36.72,S&P500,-,-3.80,0.30%,326.70M,1.16%,12.37B,6.07,6.05,13.16%,325.76M,3.00%,-1221.00M,-,2.06,62.40%,5.78%,-29.08%,35.62B,0.35,75.90%,-0.01%,1.51,-10.21%,12.13,3.03,-1.80%,52.06,-24.21%,59.62,0.62,-,-27.10%,30.54 - 54.52,-16.06%,-,9.11,-23.70%,-1.10%,-32.59%,1.32,-,1.00,-7.60%,53.70%,20.33%,1.80,91200,1.00,121.40%,0.40%,45.39,3.30% 4.38%,Yes,8.19,174.30%,-3.40%,0.62,36.74,Yes,7.41,Jul 20 AMC,-,12.50M,36.75,2.40,-1.72%,-7.87%,-15.89%,"7,763,853",0.03%
SBNY,Financials,Signature Bank,0.033803,186.24,S&P500,12.35,15.02,1.50%,61.67M,5.50%,12.05B,7.55,24.57,0.00%,61.35M,0.85%,880.60M,1.95,5.55,97.70%,3.59%,-26.23%,2.19B,5.50,51.20%,-0.13%,1.94,-37.41%,132.53,1.40,0.80%,268.29,-19.41%,407.68,0.46,6.32%,11.50%,165.36 - 374.76,-42.63%,2.24,16.81,15.40%,17.80%,-50.48%,1.77,1.21%,-,10.70%,-,12.22%,8.73,1854,-,30.70%,83.60%,48.58,3.35% 4.49%,Yes,0.07,63.70%,40.20%,0.48,185.46,Yes,0.07,Jul 19 BMO,14.80%,1.14M,185.57,1.60,-0.15%,-3.37%,-33.10%,"547,965",0.06%
ABMD,Health Care,ABIOMED Inc.,0.038378,293.01,S&P500,98.86,2.96,1.30%,45.52M,4.01%,13.52B,52.21,5.61,-6.08%,44.71M,14.24%,136.50M,4.88,1.06,94.40%,3.96%,2.02%,1.03B,13.10,-39.70%,0.04%,5.69,5.67%,33.02,8.87,8.70%,325.83,-9.79%,16.44,17.82,20.25%,9.70%,219.85 - 379.30,-18.42%,-,54.15,20.60%,5.80%,-22.75%,1.34,-,6.40,18.30%,81.80%,33.28%,9.11,2003,7.10,11.90%,13.60%,67.52,2.65% 3.46%,Yes,0.00,5.60%,13.20%,0.79,292.20,Yes,0.00,Aug 04 BMO,0.00%,311.42K,293.01,2.50,9.33%,13.96%,-2.71%,"247,126",0.28%
EMN,Materials,Eastman Chemical Company,0.035669,95.56,S&P500,15.80,6.07,0.40%,129.00M,3.07%,12.37B,9.27,10.35,-3.66%,128.27M,5.17%,818.00M,1.78,2.70,86.30%,1.62%,-10.67%,10.78B,1.15,78.50%,-0.07%,1.98,-19.07%,45.68,2.10,5.10%,116.95,-14.93%,3.78,25.40,8.89%,13.80%,84.95 - 129.48,-20.66%,3.04,25.30,1.70%,9.80%,-25.91%,1.47,3.17%,1.00,3.10%,22.70%,12.93%,2.70,14000,1.60,12.70%,11.40%,57.71,2.52% 2.73%,Yes,0.91,-9.70%,7.60%,2.19,95.16,Yes,0.74,Jul 28 AMC,45.60%,1.05M,95.93,2.30,5.54%,-1.02%,-11.99%,"2,303,737",0.81%
PTC,Information Technology,PTC Inc.,0.03857,124.0,S&P500,30.50,4.04,1.00%,117.01M,10.97%,14.61B,23.13,5.33,-32.73%,104.94M,15.20%,479.90M,2.37,1.07,91.60%,1.62%,7.86%,1.88B,7.77,258.40%,0.20%,2.27,12.39%,17.81,6.93,11.00%,142.82,-7.25%,-,-,12.90%,24.60%,96.55 - 137.67,1.84%,-,37.33,60.00%,13.40%,-10.38%,1.13,-,1.20,9.60%,79.60%,27.79%,3.74,6709,1.20,9.40%,21.80%,69.35,3.98% 3.12%,Yes,0.61,-17.60%,25.50%,1.18,125.81,Yes,0.61,Jul 27 AMC,0.00%,747.65K,123.38,1.90,14.12%,12.58%,9.21%,"878,882",-1.93%
RE,Financials,Everest Re Group Ltd.,0.029805,261.35,S&P500,7.77,33.62,1.40%,38.82M,-3.89%,10.24B,6.37,41.06,-0.85%,38.81M,-6.17%,1.32B,-,8.06,96.40%,1.36%,-7.54%,12.16B,0.84,189.40%,0.10%,2.19,-5.97%,245.41,1.06,-,336.83,5.56%,45.37,5.76,-,-,245.23 - 308.20,-4.59%,0.04,-,7.90%,11.00%,-15.20%,0.59,0.02%,-,15.30%,-,6.57%,7.06,1947,-,10.50%,-,38.83,2.54% 2.28%,Yes,0.32,-11.30%,-,1.73,258.26,Yes,0.32,Jul 27 AMC,-,241.41K,261.35,-,-4.40%,-5.29%,-6.67%,"417,784",1.20%
LYV,Communication Services,Live Nation Entertainment Inc.,0.036527,93.99,S&P500,-,-2.05,2.60%,221.89M,2.63%,21.43B,60.56,1.55,-24.76%,153.16M,11.89%,-448.50M,-,0.52,72.10%,9.91%,-12.91%,7.78B,2.75,62.00%,-0.08%,7.34,-7.53%,-2.33,-,-3.20%,123.23,16.44%,25.75,3.65,-,74.20%,76.31 - 127.75,-21.47%,-,7.90,-67.70%,-6.40%,-26.43%,1.32,-,1.00,-5.60%,32.00%,23.17%,3.06,10200,1.00,520.40%,-0.70%,61.50,2.89% 3.25%,Yes,-,73.00%,-5.80%,0.51,93.08,Yes,-,Aug 04 AMC,-,2.07M,93.99,2.20,7.94%,6.49%,-10.07%,"1,047,785",0.98%
HST,Real Estate,Host Hotels & Resorts Inc.,0.036837,17.56,S&P500,49.89,0.36,0.30%,714.30M,5.26%,12.96B,19.46,0.92,-1.34%,706.55M,13.44%,256.00M,1.76,0.25,-,3.71%,-16.15%,3.56B,3.63,98.40%,-0.15%,2.90,7.35%,9.13,1.95,2.10%,22.00,9.40%,0.59,30.20,28.40%,4.00%,14.67 - 21.63,2.42%,0.24,28.10,-15.10%,-1.60%,-17.66%,1.25,1.35%,-,-11.90%,-,21.40%,0.62,160,-,169.20%,0.40%,58.94,2.80% 3.39%,Yes,0.65,175.20%,7.20%,0.88,17.91,Yes,0.65,Aug 03 AMC,8.40%,9.05M,17.81,2.20,8.38%,0.66%,-0.46%,"7,955,220",-0.56%
NDSN,Industrials,Nordson Corporation,0.035616,230.99,S&P500,28.09,8.22,0.10%,57.78M,5.15%,13.31B,23.35,9.89,0.00%,51.27M,14.39%,482.70M,2.16,2.44,74.00%,1.43%,4.69%,2.49B,5.35,81.30%,0.33%,3.15,3.18%,37.91,6.09,12.80%,265.29,2.64%,2.10,110.13,13.00%,22.40%,194.89 - 272.28,-9.51%,2.04,37.32,10.40%,16.50%,-15.16%,0.95,0.88%,0.90,5.50%,56.00%,18.52%,4.88,7200,1.50,7.80%,27.30%,73.99,2.09% 2.39%,Yes,0.37,-11.30%,19.40%,0.87,225.91,Yes,0.23,May 23 AMC,23.10%,233.38K,230.99,2.30,9.58%,10.21%,0.03%,"202,963",2.25%
CRL,Health Care,Charles River Laboratories International Inc.,0.03574,250.54,S&P500,30.53,8.21,0.90%,50.64M,5.71%,12.79B,19.06,13.14,-14.20%,50.29M,14.16%,422.50M,2.14,2.75,95.50%,2.08%,3.46%,3.63B,3.52,5.60%,-0.14%,2.07,-19.76%,51.54,4.86,6.10%,312.73,-38.22%,4.76,52.61,14.24%,17.10%,203.37 - 460.21,-33.50%,-,31.03,18.70%,10.20%,-45.56%,1.28,-,1.10,16.10%,37.60%,23.19%,8.33,18600,1.30,10.80%,17.60%,65.10,3.58% 3.61%,Yes,1.03,50.40%,11.60%,0.84,245.81,Yes,1.03,Aug 03 BMO,0.00%,504.42K,250.54,1.70,10.76%,10.87%,-17.29%,"425,718",1.92%
IPG,Communication Services,Interpublic Group of Companies Inc.,0.033999,29.87,S&P500,12.06,2.48,0.30%,394.50M,1.29%,11.62B,11.08,2.70,-7.68%,391.70M,8.86%,986.80M,3.17,0.59,-,3.23%,-12.40%,10.78B,1.08,167.80%,-0.17%,3.61,-11.29%,8.84,3.38,5.20%,33.86,-14.51%,6.17,4.84,3.80%,28.80%,26.36 - 39.98,-20.24%,1.16,8.00,10.00%,16.80%,-25.29%,1.04,3.88%,1.00,2.50%,16.70%,13.32%,0.81,55600,1.00,13.80%,12.50%,58.26,2.50% 2.68%,Yes,0.85,72.80%,8.80%,1.03,29.84,Yes,0.83,Jul 21 BMO,44.60%,3.51M,29.87,2.40,4.87%,2.27%,-12.25%,"3,603,210",0.10%
AAP,Consumer Discretionary,Advance Auto Parts Inc.,0.034612,193.62,S&P500,21.56,8.98,0.50%,61.26M,1.25%,11.66B,12.60,15.36,0.00%,60.34M,9.56%,570.00M,1.92,3.79,-,7.00%,-7.53%,11.04B,1.06,33.70%,0.17%,5.07,-13.99%,47.50,4.08,4.80%,222.06,-9.26%,2.30,84.04,11.20%,18.20%,164.00 - 244.55,-19.28%,6.00,104.82,9.00%,15.60%,-20.83%,1.23,3.10%,0.30,2.80%,44.80%,18.06%,5.38,41000,1.20,1.30%,7.10%,59.05,3.03% 2.71%,Yes,0.41,-19.50%,5.20%,0.62,191.03,Yes,0.41,May 23 AMC,49.70%,833.27K,193.62,2.20,4.59%,5.14%,-9.10%,"519,455",1.36%
BIO,Health Care,Bio-Rad Laboratories Inc. Class A,0.034825,563.26,S&P500,-,-4.88,0.10%,29.93M,7.37%,16.91B,36.11,15.60,0.00%,21.46M,13.54%,-101.10M,-,2.80,81.10%,1.58%,9.77%,2.90B,5.84,11.40%,2.03%,1.71,-0.25%,340.19,1.66,-0.60%,690.00,-20.35%,69.07,8.15,17.80%,-0.80%,462.61 - 832.70,-25.45%,-,36.84,176.00%,-5.10%,-32.36%,0.94,-,4.20,7.20%,56.80%,21.76%,17.17,7900,5.10,-3.70%,18.40%,67.43,2.90% 3.20%,Yes,0.12,-447.70%,-3.50%,1.26,559.86,Yes,0.12,Jul 28 AMC,-,197.13K,563.26,1.50,10.05%,10.26%,-7.82%,"248,036",0.61%
HSIC,Health Care,Henry Schein Inc.,0.031833,78.83,S&P500,17.15,4.60,1.20%,137.30M,2.32%,11.01B,15.26,5.17,-7.04%,136.66M,1.52%,646.20M,2.26,1.16,99.20%,2.99%,-5.45%,12.66B,0.87,58.50%,1.26%,4.85,5.43%,26.16,3.01,7.70%,87.36,-1.73%,0.90,87.38,7.57%,18.70%,70.25 - 92.68,1.68%,-,16.81,7.50%,15.20%,-14.94%,0.76,-,0.90,1.40%,29.70%,12.21%,1.60,21600,1.80,8.70%,6.80%,56.31,1.74% 1.90%,Yes,0.24,12.30%,5.10%,0.85,78.71,Yes,0.22,Aug 02 BMO,0.00%,842.11K,78.83,2.70,2.43%,-0.65%,-1.76%,"716,238",0.15%
SNA,Industrials,Snap-on Incorporated,0.03461,224.05,S&P500,14.06,15.94,1.60%,53.30M,5.05%,11.88B,13.45,16.66,-2.24%,52.59M,12.66%,868.80M,3.12,3.85,91.70%,5.88%,1.73%,4.73B,2.51,30.40%,0.21%,9.84,9.25%,81.13,2.76,12.80%,234.11,1.37%,15.33,14.61,4.50%,20.60%,190.08 - 235.36,4.03%,5.68,31.59,10.20%,16.30%,-4.81%,1.10,2.54%,2.40,4.40%,52.70%,17.87%,4.46,12800,3.30,4.70%,24.90%,74.15,1.90% 2.03%,Yes,0.28,13.60%,18.40%,1.19,221.61,Yes,0.27,Jul 21 BMO,33.80%,314.45K,224.05,2.70,9.50%,7.59%,5.80%,"372,829",1.10%
MGM,Consumer Discretionary,MGM Resorts International,0.033595,32.56,S&P500,10.64,3.08,15.50%,442.92M,5.79%,14.17B,19.08,1.72,-6.30%,349.51M,12.20%,1.49B,-,0.23,72.10%,5.40%,-22.27%,10.89B,1.30,219.60%,0.55%,3.10,-19.42%,11.44,2.86,3.80%,51.84,-14.25%,6.28,5.21,-,24.70%,26.41 - 51.17,-27.07%,0.01,10.39,4.70%,10.70%,-36.04%,2.17,0.03%,1.20,0.40%,48.80%,23.93%,1.23,42000,1.30,73.20%,24.20%,60.66,3.55% 3.73%,Yes,2.35,91.20%,13.70%,0.62,32.61,Yes,2.09,Aug 03 AMC,0.30%,6.08M,32.73,2.20,9.04%,4.94%,-18.41%,"3,778,720",0.37%
WRK,Materials,WestRock Company,0.032414,42.36,S&P500,14.28,2.97,0.80%,263.40M,2.49%,10.83B,7.76,5.46,-1.05%,251.58M,5.35%,795.90M,0.71,1.47,91.20%,1.22%,-15.25%,20.24B,0.54,217.50%,-0.72%,1.39,-3.42%,43.96,0.96,2.70%,54.77,-14.41%,1.41,30.08,20.07%,6.90%,38.28 - 54.78,-4.51%,1.00,11.47,39.90%,5.20%,-22.67%,1.05,2.36%,1.00,5.80%,18.40%,10.65%,1.11,49900,1.50,21.30%,5.70%,55.38,2.30% 2.54%,Yes,0.72,-64.30%,3.90%,0.58,42.15,Yes,0.69,Aug 04 BMO,32.80%,2.19M,42.36,2.30,4.69%,-1.53%,-7.64%,"1,269,768",0.50%
FOXA,Communication Services,Fox Corporation Class A,0.032421,32.96,S&P500,16.60,2.00,2.03%,566.00M,-5.83%,17.74B,9.15,3.62,0.00%,446.13M,1.44%,1.15B,2.17,0.77,-,2.08%,-9.39%,13.83B,1.28,122.80%,-0.02%,3.81,-13.44%,19.79,1.67,5.10%,43.12,-8.79%,8.65,3.83,7.64%,10.20%,31.33 - 44.95,-10.27%,0.48,18.89,15.90%,12.40%,-26.34%,0.97,1.45%,3.40,7.70%,34.60%,5.70%,0.93,9000,3.70,7.50%,17.40%,45.11,3.33% 2.66%,Yes,0.64,-47.70%,8.30%,2.04,34.88,Yes,0.64,May 10 BMO,23.40%,2.44M,33.11,2.30,-1.85%,-1.21%,-12.52%,"4,961,838",-5.07%
TAP,Consumer Staples,Molson Coors Beverage Company Class B,0.032412,59.48,S&P500,12.12,4.93,0.40%,217.20M,3.18%,12.78B,13.99,4.27,0.00%,176.97M,7.93%,1.07B,4.62,1.20,89.50%,4.76%,8.44%,10.60B,1.21,205.60%,0.48%,5.32,24.07%,62.30,0.96,3.80%,55.38,20.93%,1.68,35.64,2.62%,8.10%,42.46 - 59.38,28.91%,1.52,17.02,-9.20%,5.90%,0.62%,0.82,2.54%,0.50,16.00%,40.10%,40.72%,1.35,16300,0.80,16.70%,14.20%,67.66,2.12% 2.21%,Yes,0.54,79.80%,10.10%,1.00,59.04,Yes,0.49,May 03 BMO,21.50%,1.58M,59.75,2.80,4.52%,8.85%,17.74%,"1,590,370",1.20%
HAS,Consumer Discretionary,Hasbro Inc.,0.02966,78.8,S&P500,20.29,3.88,0.60%,139.30M,-2.97%,11.47B,13.80,5.70,1.46%,128.76M,-6.16%,538.60M,1.15,1.92,85.50%,3.71%,-12.98%,6.49B,1.77,109.10%,1.40%,4.24,-11.02%,21.87,3.60,4.30%,102.73,-21.66%,7.26,10.85,17.70%,14.40%,76.93 - 105.73,-22.66%,2.80,36.93,-4.90%,8.60%,-25.55%,0.83,3.56%,1.30,5.00%,59.30%,2.32%,2.36,6640,1.60,4.30%,11.80%,42.58,2.37% 2.95%,Yes,1.31,-47.90%,6.60%,2.59,79.65,Yes,1.23,Jul 19 BMO,87.60%,1.13M,78.72,1.90,-2.83%,-5.93%,-13.72%,"2,913,820",-1.17%
LW,Consumer Staples,Lamb Weston Holdings Inc.,0.03366,79.94,S&P500,49.69,1.60,0.63%,145.10M,6.28%,11.54B,27.99,2.85,-0.42%,140.41M,10.59%,234.40M,3.37,0.51,88.80%,2.22%,17.56%,3.95B,2.92,-13.10%,0.13%,2.45,25.27%,2.70,29.50,5.60%,78.17,18.45%,2.96,26.93,14.75%,56.30%,49.71 - 80.67,25.69%,0.98,56.49,2.40%,11.90%,-1.25%,0.50,1.23%,1.60,4.20%,19.60%,60.25%,2.07,7800,2.60,6.60%,9.00%,75.46,2.95% 2.54%,Yes,6.96,63.20%,5.90%,1.55,80.15,Yes,6.87,Jul 27 BMO,58.40%,1.27M,79.66,1.70,6.99%,14.00%,26.07%,"1,974,229",-0.61%
LUMN,Communication Services,Lumen Technologies Inc.,0.029035,10.89,S&P500,5.28,2.06,0.70%,1.01B,3.22%,11.14B,10.06,1.08,0.00%,941.77M,-3.11%,2.16B,-,0.46,79.00%,15.62%,3.42%,19.33B,0.58,266.90%,0.06%,12.25,-8.33%,12.18,0.89,3.70%,10.40,-13.37%,0.36,30.45,-,18.40%,9.31 - 14.49,-13.23%,1.00,4.41,10.50%,8.90%,-24.87%,0.98,9.18%,2.10,2.40%,56.90%,16.97%,0.33,35000,2.10,-7.00%,22.70%,50.13,2.75% 2.63%,Yes,2.32,35.60%,11.20%,0.83,10.87,Yes,2.31,Aug 03 AMC,48.20%,12.00M,10.89,3.40,0.58%,-2.35%,-6.81%,"9,975,276",0.18%
