,sector,name,weight,price,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Volatility,Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Avg Volume,Price,Recom,SMA20,SMA50,SMA200,Volume,Change
UAL,Industrials,United Airlines Holdings Inc.,0.034718,36.2,S&P 500,-,-3.80,0.30%,326.70M,-7.63%,12.24B,6.01,6.05,7.16%,325.76M,1.48%,-1221.00M,-,2.06,62.40%,5.94%,-29.38%,35.62B,0.34,75.90%,-0.01%,1.51,-12.75%,12.13,3.00,-1.80%,52.06,-23.54%,59.62,0.61,-,-27.10%,30.54 - 54.52,-16.99%,-,9.01,-23.70%,-1.10%,-33.35%,1.32,-,1.00,-7.60%,53.70%,18.99%,2.05,91200,1.00,121.40%,0.40%,42.76,4.09% 4.94%,Yes,8.19,174.30%,-3.40%,0.79,36.33,Yes,7.41,Jul 20 AMC,-,12.81M,36.34,2.40,-3.28%,-10.10%,-17.33%,"10,136,248",0.03%
SBNY,Financials,Signature Bank,0.032955,180.5,S&P 500,12.08,15.02,1.50%,61.67M,-7.50%,11.79B,7.38,24.57,0.00%,61.35M,-0.93%,880.60M,1.91,5.55,97.70%,3.71%,-30.09%,2.19B,5.38,51.20%,-0.13%,2.04,-44.41%,132.53,1.37,0.80%,268.29,-24.17%,407.68,0.45,6.32%,11.50%,165.36 - 374.76,-43.91%,2.24,16.43,15.40%,17.80%,-51.59%,1.77,1.23%,-,10.70%,-,9.71%,9.72,1854,-,30.70%,83.60%,44.16,5.59% 4.77%,Yes,0.07,63.70%,40.20%,1.06,175.89,Yes,0.07,Jul 19 BMO,14.80%,1.11M,181.42,1.60,-3.18%,-6.02%,-35.13%,"1,180,672",3.14%
ABMD,Health Care,ABIOMED Inc.,0.038036,280.3,S&P 500,94.62,2.96,1.30%,45.52M,6.61%,12.94B,49.97,5.61,-6.08%,44.71M,12.80%,136.50M,4.67,1.06,94.40%,3.74%,-5.20%,1.03B,12.54,-39.70%,0.04%,5.19,-7.92%,33.02,8.49,8.70%,325.83,-14.64%,16.44,17.05,20.25%,9.70%,219.85 - 379.30,-21.92%,-,51.83,20.60%,5.80%,-26.06%,1.34,-,6.40,18.30%,81.80%,27.56%,9.60,2003,7.10,11.90%,13.60%,61.92,2.82% 3.66%,Yes,0.00,5.60%,13.20%,0.60,281.70,Yes,0.00,Aug 04 BMO,0.00%,322.43K,280.44,2.50,7.05%,10.45%,-7.21%,"194,936",-0.45%
EMN,Materials,Eastman Chemical Company,0.03586,94.22,S&P 500,15.51,6.07,0.40%,129.00M,5.88%,12.15B,9.10,10.35,-3.66%,128.27M,9.05%,818.00M,1.75,2.70,86.30%,1.42%,-11.46%,10.78B,1.13,78.50%,-0.07%,1.74,-21.54%,45.68,2.06,5.10%,116.95,-14.38%,3.78,24.95,8.89%,13.80%,84.95 - 129.48,-22.07%,3.04,24.85,1.70%,9.80%,-27.23%,1.47,3.23%,1.00,3.10%,22.70%,10.91%,2.90,14000,1.60,12.70%,11.40%,53.99,2.29% 2.89%,Yes,0.91,-9.70%,7.60%,0.83,93.07,Yes,0.74,Jul 28 AMC,45.60%,1.05M,94.22,2.30,4.21%,-3.43%,-13.72%,"870,658",1.24%
PTC,Information Technology,PTC Inc.,0.035037,113.29,S&P 500,27.49,4.04,1.00%,117.01M,8.56%,13.16B,20.84,5.33,-32.41%,104.94M,2.46%,479.90M,2.13,1.07,91.60%,1.90%,12.17%,1.88B,7.01,258.40%,0.20%,2.57,-4.20%,17.81,6.24,11.00%,142.82,-27.19%,-,-,12.90%,24.60%,96.55 - 153.73,-8.23%,-,33.64,60.00%,13.40%,-27.68%,1.13,-,1.20,9.60%,79.60%,15.15%,3.31,6709,1.20,9.40%,21.80%,57.45,3.25% 2.98%,Yes,0.61,-17.60%,25.50%,0.69,111.18,Yes,0.61,Jul 27 AMC,0.00%,776.88K,111.18,1.90,4.16%,2.15%,-1.64%,"535,336",0.00%
RE,Financials,Everest Re Group Ltd.,0.032257,273.81,S&P 500,8.14,33.62,1.40%,38.82M,4.66%,10.73B,6.67,41.06,-0.85%,38.81M,0.58%,1.32B,-,8.06,96.40%,1.37%,-4.32%,12.16B,0.88,189.40%,0.10%,2.21,-3.60%,245.41,1.12,-,336.83,12.78%,45.37,6.03,-,-,240.48 - 308.20,-0.04%,0.04,-,7.90%,11.00%,-11.16%,0.59,0.01%,-,15.30%,-,13.86%,6.34,1947,-,10.50%,-,49.43,1.74% 2.17%,Yes,0.32,-11.30%,-,0.57,271.94,Yes,0.32,Jul 27 AMC,-,240.38K,273.81,-,-0.76%,-1.06%,-2.19%,"136,095",0.69%
LYV,Communication Services,Live Nation Entertainment Inc.,0.036947,92.24,S&P 500,-,-2.05,2.60%,221.89M,7.16%,21.03B,59.43,1.55,-24.76%,153.16M,12.57%,-448.50M,-,0.52,72.10%,10.12%,-12.91%,7.78B,2.70,62.00%,-0.08%,7.41,-15.95%,-2.33,-,-3.20%,123.23,18.70%,25.75,3.58,-,74.20%,76.31 - 127.75,-22.93%,-,7.75,-67.70%,-6.40%,-27.80%,1.32,-,1.00,-5.60%,32.00%,20.88%,3.11,10200,1.00,520.40%,-0.70%,60.51,2.71% 3.51%,Yes,-,73.00%,-5.80%,0.57,91.58,Yes,-,Aug 04 AMC,-,2.09M,92.24,2.20,7.64%,4.96%,-11.87%,"1,182,223",0.72%
HST,Real Estate,Host Hotels & Resorts Inc.,0.035775,17.3,S&P 500,48.46,0.36,0.30%,714.30M,5.81%,12.58B,18.91,0.92,-1.34%,706.55M,12.34%,256.00M,1.71,0.25,-,3.75%,-15.86%,3.56B,3.53,98.40%,-0.15%,2.83,1.53%,9.13,1.89,2.10%,22.00,9.63%,0.59,29.34,28.40%,4.00%,14.67 - 21.63,-0.52%,0.24,27.30,-15.10%,-1.60%,-20.02%,1.25,1.39%,-,-11.90%,-,17.93%,0.64,160,-,169.20%,0.40%,55.43,2.95% 3.78%,Yes,0.65,175.20%,7.20%,0.45,16.92,Yes,0.65,Aug 03 AMC,8.40%,9.36M,17.30,2.20,7.17%,-3.19%,-3.20%,"4,241,522",2.25%
NDSN,Industrials,Nordson Corporation,0.0356,217.71,S&P 500,26.47,8.22,0.10%,57.78M,5.17%,12.55B,22.01,9.89,0.00%,51.27M,9.29%,482.70M,2.04,2.44,74.00%,1.37%,-1.21%,2.49B,5.04,81.30%,0.33%,3.01,-5.93%,37.91,5.74,12.80%,265.29,-3.24%,2.10,103.79,13.00%,22.40%,194.89 - 272.28,-14.71%,2.04,35.17,10.40%,16.50%,-20.04%,0.95,0.94%,0.90,5.50%,56.00%,11.71%,4.78,7200,1.50,7.80%,27.30%,62.22,1.86% 2.39%,Yes,0.37,-11.30%,19.40%,0.87,219.67,Yes,0.23,May 23 AMC,23.10%,234.08K,217.71,2.30,4.99%,4.29%,-5.87%,"203,310",-0.89%
CRL,Health Care,Charles River Laboratories International Inc.,0.035427,235.32,S&P 500,28.67,8.21,0.90%,50.64M,10.69%,12.01B,17.91,13.14,-14.20%,50.29M,6.68%,422.50M,2.01,2.75,95.50%,2.11%,-13.81%,3.63B,3.31,5.60%,-0.14%,1.96,-27.52%,51.54,4.57,6.10%,312.73,-40.62%,4.76,49.42,14.24%,17.10%,203.37 - 460.21,-37.54%,-,29.15,18.70%,10.20%,-48.87%,1.28,-,1.10,16.10%,37.60%,15.71%,8.13,18600,1.30,10.80%,17.60%,57.11,3.48% 3.45%,Yes,1.03,50.40%,11.60%,0.60,237.01,Yes,1.03,Aug 03 BMO,0.00%,540.61K,235.32,1.70,5.48%,4.46%,-23.19%,"321,963",-0.71%
IPG,Communication Services,Interpublic Group of Companies Inc.,0.034541,29.42,S&P 500,11.88,2.48,0.30%,394.50M,3.19%,11.45B,10.91,2.70,-7.68%,391.70M,9.21%,986.80M,3.13,0.59,-,3.43%,-16.06%,10.78B,1.06,167.80%,-0.17%,3.79,-16.78%,8.84,3.33,5.20%,33.86,-16.63%,6.17,4.77,3.80%,28.80%,26.36 - 39.98,-21.44%,1.16,7.88,10.00%,16.80%,-26.41%,1.04,3.94%,1.00,2.50%,16.70%,11.61%,0.84,55600,1.00,13.80%,12.50%,56.04,3.08% 2.76%,Yes,0.85,72.80%,8.80%,1.11,29.49,Yes,0.83,Jul 21 BMO,44.60%,3.54M,29.42,2.40,4.49%,0.13%,-13.98%,"3,927,792",-0.24%
AAP,Consumer Discretionary,Advance Auto Parts Inc.,0.035613,189.63,S&P 500,21.11,8.98,0.50%,61.26M,2.35%,11.42B,12.34,15.36,0.00%,60.34M,6.16%,570.00M,1.89,3.79,-,5.76%,-13.17%,11.04B,1.03,33.70%,0.17%,4.02,-16.15%,47.50,3.99,4.80%,222.06,-11.78%,2.30,82.31,11.20%,18.20%,164.00 - 244.55,-20.95%,6.00,102.66,9.00%,15.60%,-22.46%,1.23,3.16%,0.30,2.80%,44.80%,15.63%,4.87,41000,1.20,1.30%,7.10%,55.86,2.08% 2.65%,Yes,0.41,-19.50%,5.20%,0.47,191.23,Yes,0.41,May 23 AMC,49.70%,865.43K,189.63,2.20,3.19%,2.03%,-11.18%,"406,837",-0.84%
BIO,Health Care,Bio-Rad Laboratories Inc. Class A,0.03355,528.18,S&P 500,-,-4.88,0.10%,29.93M,11.01%,15.86B,33.86,15.60,0.00%,21.46M,4.47%,-101.10M,-,2.80,81.10%,1.81%,-1.14%,2.90B,5.48,11.40%,2.03%,1.93,-9.82%,340.19,1.55,-0.60%,690.00,-22.66%,69.07,7.65,17.80%,-0.80%,462.61 - 832.70,-30.10%,-,34.54,176.00%,-5.10%,-36.57%,0.94,-,4.20,7.20%,56.80%,14.17%,17.57,7900,5.10,-3.70%,18.40%,58.10,3.00% 3.10%,Yes,0.12,-447.70%,-3.50%,0.52,524.62,Yes,0.12,Jul 28 AMC,-,201.12K,528.18,1.50,4.86%,4.25%,-14.07%,"103,720",0.68%
HSIC,Health Care,Henry Schein Inc.,0.032028,76.4,S&P 500,16.84,4.60,1.20%,137.30M,1.08%,10.81B,14.99,5.17,-7.04%,136.66M,2.19%,646.20M,2.22,1.16,99.20%,2.60%,-11.31%,12.66B,0.85,58.50%,1.26%,4.15,5.28%,26.16,2.96,7.70%,87.36,0.08%,0.90,85.81,7.57%,18.70%,70.25 - 92.68,-0.14%,-,16.51,7.50%,15.20%,-16.47%,0.76,-,0.90,1.40%,29.70%,10.21%,1.70,21600,1.80,8.70%,6.80%,48.83,1.95% 2.11%,Yes,0.24,12.30%,5.10%,0.53,77.04,Yes,0.22,Aug 02 BMO,0.00%,856.72K,77.42,2.70,0.76%,-3.05%,-3.55%,"455,652",0.49%
SNA,Industrials,Snap-on Incorporated,0.03424,214.18,S&P 500,13.44,15.94,1.60%,53.30M,6.92%,11.35B,12.85,16.66,-2.24%,52.59M,9.38%,868.80M,2.99,3.85,91.70%,5.99%,-3.69%,4.73B,2.40,30.40%,0.21%,9.73,4.04%,81.13,2.64,12.80%,234.11,-4.64%,15.33,13.97,4.50%,20.60%,190.08 - 235.36,-0.56%,5.68,30.20,10.20%,16.30%,-9.00%,1.10,2.65%,2.40,4.40%,52.70%,12.68%,4.86,12800,3.30,4.70%,24.90%,64.95,2.25% 2.12%,Yes,0.28,13.60%,18.40%,0.98,213.27,Yes,0.27,Jul 21 BMO,33.80%,323.68K,214.18,2.70,6.37%,2.97%,1.17%,"316,419",0.43%
MGM,Consumer Discretionary,MGM Resorts International,0.032765,30.78,S&P 500,10.01,3.08,15.50%,442.92M,4.30%,13.33B,17.95,1.72,-6.30%,349.51M,13.29%,1.49B,-,0.23,72.10%,5.03%,-25.07%,10.89B,1.22,219.60%,0.55%,2.85,-24.85%,11.44,2.69,3.80%,51.84,-20.59%,6.28,4.90,-,24.70%,26.41 - 51.17,-31.42%,0.01,9.77,4.70%,10.70%,-39.85%,2.17,0.03%,1.20,0.40%,48.80%,16.55%,1.23,42000,1.30,73.20%,24.20%,52.08,3.01% 4.09%,Yes,2.35,91.20%,13.70%,0.57,30.94,Yes,2.09,Aug 03 AMC,0.30%,6.17M,30.78,2.20,3.48%,-2.32%,-23.78%,"3,488,033",-0.52%
WRK,Materials,WestRock Company,0.032666,41.66,S&P 500,14.05,2.97,0.80%,263.40M,6.68%,10.66B,7.63,5.46,-1.05%,251.58M,7.18%,795.90M,0.70,1.47,91.20%,1.27%,-17.37%,20.24B,0.53,217.50%,-0.72%,1.42,-5.06%,43.96,0.95,2.70%,54.77,-13.51%,1.41,29.58,20.07%,6.90%,38.28 - 54.78,-6.09%,1.00,11.28,39.90%,5.20%,-23.95%,1.05,2.40%,1.00,5.80%,18.40%,8.83%,1.18,49900,1.50,21.30%,5.70%,51.83,2.13% 2.65%,Yes,0.72,-64.30%,3.90%,0.40,41.33,Yes,0.69,Aug 04 BMO,32.80%,2.24M,41.66,2.30,3.49%,-4.22%,-9.53%,"896,581",0.80%
FOXA,Communication Services,Fox Corporation Class A,0.03359,33.23,S&P 500,17.68,2.00,2.03%,566.00M,6.17%,18.90B,9.75,3.62,0.00%,446.13M,10.01%,1.15B,2.31,0.77,-,2.07%,-7.67%,13.83B,1.37,122.80%,-0.02%,3.70,-6.39%,19.79,1.78,5.10%,43.12,-2.51%,8.65,4.08,7.64%,10.20%,31.33 - 44.95,-4.39%,0.48,20.13,15.90%,12.40%,-21.51%,0.97,1.36%,3.40,7.70%,34.60%,12.63%,0.84,9000,3.70,7.50%,17.40%,63.68,1.92% 2.40%,Yes,0.64,-47.70%,8.30%,0.74,35.16,Yes,0.64,May 10 BMO,23.40%,2.49M,35.28,2.30,5.79%,5.56%,-7.14%,"1,828,957",0.34%
TAP,Consumer Staples,Molson Coors Beverage Company Class B,0.03268,58.22,S&P 500,11.81,4.93,0.40%,217.20M,0.19%,12.46B,13.63,4.27,0.00%,176.97M,8.22%,1.07B,4.50,1.20,89.50%,6.08%,8.28%,10.60B,1.18,205.60%,0.48%,6.85,19.74%,62.30,0.93,3.80%,55.38,17.14%,1.68,34.72,2.62%,8.10%,42.46 - 59.38,25.61%,1.52,16.59,-9.20%,5.90%,-1.95%,0.82,2.61%,0.50,16.00%,40.10%,37.12%,1.35,16300,0.80,16.70%,14.20%,61.39,1.78% 2.37%,Yes,0.54,79.80%,10.10%,0.94,57.91,Yes,0.49,May 03 BMO,21.50%,1.57M,58.22,2.80,2.93%,6.46%,15.26%,"1,469,268",0.54%
HAS,Consumer Discretionary,Hasbro Inc.,0.031059,78.05,S&P 500,20.28,3.88,0.60%,139.30M,-0.96%,11.46B,13.79,5.70,1.46%,128.76M,-5.30%,538.60M,1.15,1.92,85.50%,3.11%,-10.54%,6.49B,1.77,109.10%,1.40%,3.59,-17.99%,21.87,3.60,4.30%,102.73,-14.88%,7.26,10.84,17.70%,14.40%,77.11 - 105.73,-22.72%,2.80,36.90,-4.90%,8.60%,-25.60%,0.83,3.56%,1.30,5.00%,59.30%,2.01%,2.64,6640,1.60,4.30%,11.80%,40.60,4.62% 2.99%,Yes,1.31,-47.90%,6.60%,1.63,81.13,Yes,1.23,Jul 19 BMO,87.60%,1.12M,78.66,1.90,-4.38%,-7.02%,-13.98%,"1,817,019",-3.04%
LW,Consumer Staples,Lamb Weston Holdings Inc.,0.032355,74.86,S&P 500,46.70,1.60,0.63%,145.10M,2.34%,10.84B,26.30,2.85,-0.42%,140.41M,8.18%,234.40M,3.17,0.51,88.80%,2.45%,9.77%,3.95B,2.74,-13.10%,0.13%,2.93,15.51%,2.70,27.73,5.60%,78.17,-0.85%,2.96,25.30,14.75%,56.30%,49.71 - 76.75,18.11%,0.98,53.08,2.40%,11.90%,-2.46%,0.50,1.31%,1.60,4.20%,19.60%,50.59%,1.88,7800,2.60,6.60%,9.00%,64.32,1.96% 2.48%,Yes,6.96,63.20%,5.90%,1.65,74.95,Yes,6.87,Jul 27 BMO,58.40%,1.17M,74.86,1.70,1.84%,8.92%,19.18%,"1,933,159",-0.12%
LUMN,Communication Services,Lumen Technologies Inc.,0.02897,10.63,S&P 500,5.16,2.06,0.70%,1.01B,-1.39%,10.88B,9.82,1.08,0.00%,941.77M,-2.92%,2.16B,-,0.46,79.00%,13.83%,-1.67%,19.33B,0.56,266.90%,0.06%,10.69,-11.64%,12.18,0.87,3.70%,10.40,-15.84%,0.36,29.72,-,18.40%,9.31 - 14.49,-15.30%,1.00,4.31,10.50%,8.90%,-26.66%,0.98,9.41%,2.10,2.40%,56.90%,14.18%,0.34,35000,2.10,-7.00%,22.70%,44.44,2.83% 2.66%,Yes,2.32,35.60%,11.20%,0.60,10.55,Yes,2.31,Aug 03 AMC,48.20%,12.18M,10.63,3.40,-2.68%,-5.04%,-9.30%,"7,263,982",0.76%
ETSY,Consumer Discretionary,Etsy Inc.,0.036698,93.4,S&P 500,32.56,2.96,0.60%,127.15M,13.87%,12.23B,32.47,2.97,-25.69%,126.17M,22.53%,430.70M,0.93,0.34,98.90%,13.80%,-1.97%,2.36B,5.19,23.60%,-0.37%,3.44,-35.19%,5.32,18.13,12.10%,121.65,-53.81%,7.75,12.45,35.00%,73.60%,67.01 - 307.75,-55.94%,-,21.92,71.40%,16.00%,-68.65%,1.81,-,2.70,44.90%,71.00%,43.96%,5.45,2576,2.70,5.20%,16.90%,63.27,5.89% 6.54%,Yes,3.53,-40.10%,18.50%,0.90,97.11,Yes,3.52,Jul 27 AMC,0.00%,5.06M,96.47,2.00,13.86%,18.63%,-37.75%,"4,576,389",-0.66%
PHM,Consumer Discretionary,PulteGroup Inc.,0.032671,44.7,S&P 500,5.46,8.19,0.50%,245.80M,2.85%,10.55B,4.40,10.17,-1.26%,236.08M,12.54%,2.08B,0.59,2.63,92.70%,4.17%,6.66%,14.38B,0.73,43.50%,0.38%,3.41,-13.22%,30.16,1.48,-,53.31,-17.33%,4.85,9.21,9.20%,-,35.03 - 58.09,-21.80%,0.60,-,33.50%,19.20%,-23.05%,1.37,1.34%,-,12.70%,27.70%,27.60%,1.76,6182,-,16.80%,-,57.66,3.75% 3.91%,Yes,0.33,59.80%,-,0.99,45.91,Yes,0.27,Jul 26 BMO,-,2.89M,44.70,2.20,3.83%,5.21%,-5.80%,"2,873,713",-2.64%
QRVO,Information Technology,Qorvo Inc.,0.033787,102.69,S&P 500,11.23,9.25,0.30%,107.89M,6.06%,11.16B,8.39,12.38,-7.43%,104.34M,9.32%,1.03B,0.91,2.12,91.90%,2.72%,-7.04%,4.65B,2.40,46.50%,-0.01%,1.95,-22.69%,42.20,2.46,13.80%,135.86,-46.23%,9.05,11.48,12.34%,22.20%,90.16 - 201.46,-33.61%,-,13.36,135.90%,16.30%,-48.46%,1.38,-,2.50,8.90%,49.20%,15.16%,3.55,8900,3.60,8.70%,26.40%,55.03,3.15% 3.41%,Yes,0.00,-24.80%,22.20%,0.45,104.34,Yes,0.45,Aug 03 AMC,0.00%,1.45M,103.83,2.50,4.83%,1.91%,-20.88%,"646,681",-0.49%
AIZ,Financials,Assurant Inc.,0.028831,171.96,S&P 500,16.59,10.37,0.60%,55.78M,4.68%,9.25B,11.83,14.53,-1.89%,49.96M,1.57%,610.30M,0.96,3.16,-,1.32%,-7.83%,10.24B,0.90,27.70%,0.28%,1.37,16.99%,90.02,1.91,3.70%,206.33,10.93%,23.26,7.39,17.30%,24.50%,144.18 - 194.12,10.33%,2.72,26.15,2.10%,9.50%,-11.42%,0.53,1.58%,-,6.20%,-,19.27%,3.80,15600,-,2.00%,8.50%,49.63,1.63% 2.06%,Yes,0.44,11.10%,13.20%,0.35,169.74,Yes,0.44,Aug 02 AMC,11.60%,483.16K,171.96,1.70,0.15%,-2.05%,2.26%,"169,412",1.31%
CPB,Consumer Staples,Campbell Soup Company,0.029107,48.61,S&P 500,15.54,3.13,0.10%,301.00M,0.89%,14.54B,16.74,2.90,-7.27%,193.29M,2.55%,949.00M,11.44,0.55,52.70%,7.90%,3.56%,8.45B,1.72,69.70%,0.43%,5.66,7.31%,11.27,4.31,8.00%,46.89,9.06%,0.66,74.17,1.36%,28.90%,39.76 - 51.94,11.85%,1.48,26.97,12.80%,14.80%,-6.41%,0.35,3.04%,0.30,1.30%,31.40%,22.26%,0.92,14100,0.70,7.40%,16.60%,55.27,1.50% 1.77%,Yes,1.40,14.40%,11.20%,0.82,47.85,Yes,1.18,Jun 08 BMO,47.10%,2.70M,48.61,3.20,0.42%,1.95%,8.92%,"2,217,291",1.59%
CMA,Financials,Comerica Incorporated,0.030856,78.97,S&P 500,11.54,6.84,0.50%,131.00M,4.60%,10.51B,7.78,10.15,-1.11%,129.97M,8.30%,913.00M,-,2.47,81.60%,1.43%,-2.47%,2.01B,5.23,141.70%,-0.13%,1.39,-11.96%,50.70,1.56,1.20%,93.11,17.83%,103.19,0.77,-10.70%,15.70%,66.36 - 102.09,-9.23%,2.72,53.89,25.50%,18.50%,-22.65%,1.35,3.44%,-,-0.10%,-,19.00%,2.57,7223,-,2.20%,-,58.16,3.33% 2.99%,Yes,0.40,-43.70%,56.70%,0.71,78.00,Yes,0.40,Jul 20 BMO,32.40%,1.34M,78.97,2.30,4.89%,3.01%,-8.32%,"944,141",1.24%
MKTX,Financials,MarketAxess Holdings Inc.,0.03062,260.01,S&P 500,41.46,6.38,2.40%,37.38M,-0.83%,9.98B,33.99,7.79,-0.30%,36.71M,-2.94%,241.80M,4.49,1.63,97.11%,1.82%,-0.46%,695.40M,14.36,-13.80%,-0.30%,1.96,-27.39%,27.38,9.67,16.10%,308.78,-44.29%,9.67,27.39,9.22%,24.90%,249.01 - 498.97,-35.64%,2.80,60.59,15.20%,25.10%,-46.95%,0.59,1.06%,-,13.60%,93.30%,6.30%,9.00,676,-,-4.80%,48.50%,47.67,3.92% 3.51%,Yes,0.00,-18.80%,37.10%,1.36,270.84,Yes,0.00,Jul 20 BMO,28.80%,341.32K,264.71,2.90,-0.17%,-1.72%,-21.42%,"465,400",-2.26%
NRG,Utilities,NRG Energy Inc.,0.026136,35.95,S&P 500,2.19,16.43,0.90%,242.00M,1.01%,8.63B,8.32,4.32,0.00%,235.18M,-4.79%,4.00B,0.06,0.65,99.80%,7.23%,-5.17%,26.79B,0.32,330.60%,0.20%,4.45,-8.27%,20.79,1.73,15.70%,44.18,-12.32%,1.61,22.30,37.90%,105.00%,34.70 - 47.82,-16.55%,1.40,3.46,41.50%,22.40%,-24.82%,0.89,3.89%,1.30,24.80%,30.70%,3.60%,1.07,6635,1.40,-2.40%,21.40%,36.16,2.47% 2.57%,Yes,1.60,-,14.90%,1.04,35.63,Yes,1.60,Aug 04 BMO,8.10%,3.82M,35.95,2.50,-3.28%,-11.97%,-8.92%,"3,979,798",0.90%
GL,Financials,Globe Life Inc.,0.028041,101.41,S&P 500,14.17,7.16,1.70%,99.27M,3.31%,10.00B,10.97,9.24,-4.65%,96.41M,7.01%,730.80M,0.96,2.06,83.30%,1.27%,-1.98%,5.16B,1.94,5.80%,-0.03%,2.35,0.42%,69.44,1.46,2.50%,112.50,8.62%,1.29,78.40,14.72%,8.90%,85.25 - 108.61,8.21%,0.83,7.39,10.40%,7.80%,-6.62%,0.90,0.82%,-,5.40%,-,18.96%,2.18,3222,-,3.30%,18.90%,59.23,1.55% 2.00%,Yes,0.30,-3.70%,14.20%,0.64,100.67,Yes,0.22,Jul 27 AMC,10.90%,521.96K,101.41,3.00,2.41%,4.86%,4.01%,"334,392",0.74%
REG,Real Estate,Regency Centers Corporation,0.028572,63.21,S&P 500,22.72,2.78,0.50%,171.31M,4.17%,10.92B,31.57,2.00,-0.50%,170.92M,6.16%,476.00M,43.95,0.45,-,2.09%,-10.26%,1.19B,9.14,699.30%,0.06%,3.78,-9.69%,35.80,1.77,4.40%,68.81,-2.83%,1.02,62.07,0.52%,7.90%,55.78 - 78.78,-16.11%,2.50,44.85,8.30%,3.80%,-19.76%,1.10,3.96%,-,13.70%,72.50%,13.32%,1.49,432,-,10.40%,33.10%,57.99,1.94% 2.31%,Yes,0.61,142.00%,39.80%,0.64,62.82,Yes,0.61,Aug 04 AMC,87.50%,943.40K,63.21,2.30,3.99%,1.00%,-8.20%,"607,062",0.62%
FFIV,Information Technology,F5 Inc.,0.027525,165.0,S&P 500,27.22,5.67,0.50%,60.57M,4.84%,9.51B,13.75,11.23,-7.25%,60.22M,0.59%,350.10M,3.13,2.23,98.32%,3.27%,-22.97%,2.65B,3.58,6.60%,-0.21%,3.44,-30.21%,39.57,3.90,7.00%,199.53,-19.65%,14.40,10.73,8.70%,15.00%,142.43 - 249.00,-36.90%,-,16.88,-0.20%,12.40%,-37.99%,1.15,-,1.00,5.50%,80.80%,8.41%,4.48,6461,1.00,-1.70%,15.50%,50.06,2.79% 2.83%,Yes,0.15,31.60%,13.20%,2.81,153.91,Yes,0.00,Jul 25 AMC,0.00%,571.83K,154.41,2.50,0.85%,-1.77%,-22.20%,"1,607,489",0.32%
JNPR,Information Technology,Juniper Networks Inc.,0.027681,28.42,S&P 500,27.75,1.02,0.30%,321.80M,0.89%,9.38B,12.49,2.27,-12.11%,318.75M,0.71%,339.50M,2.00,0.45,95.60%,3.76%,-19.15%,4.83B,1.94,-0.90%,-0.07%,3.04,-13.54%,13.26,2.14,3.90%,35.12,3.08%,3.96,7.18,13.86%,7.80%,26.12 - 38.14,-20.41%,0.84,27.91,-13.00%,4.50%,-25.49%,0.93,2.96%,1.50,-1.00%,57.40%,8.81%,0.79,10191,1.60,8.70%,8.70%,46.72,2.71% 2.50%,Yes,0.00,276.50%,7.00%,1.45,28.61,Yes,0.39,Jul 26 AMC,77.10%,3.94M,28.42,2.60,-0.52%,-2.75%,-11.61%,"5,726,759",-0.66%
ALLE,Industrials,Allegion Public Limited Company,0.027602,103.01,S&P 500,19.79,5.20,0.40%,88.20M,7.69%,9.05B,16.20,6.36,-2.48%,87.43M,6.40%,468.00M,2.04,1.33,95.90%,1.81%,-10.04%,2.90B,3.12,57.60%,-0.04%,2.11,-15.06%,8.41,12.25,15.30%,120.38,-25.99%,3.47,29.66,9.70%,59.40%,93.05 - 148.70,-22.22%,1.64,41.67,17.70%,22.20%,-30.72%,1.06,1.59%,1.20,5.10%,41.30%,10.70%,2.63,11000,1.90,4.20%,17.80%,56.46,2.38% 2.40%,Yes,1.94,-11.40%,16.20%,0.53,103.39,Yes,1.92,Jul 28 BMO,28.50%,753.29K,103.01,2.50,3.98%,-0.96%,-12.53%,"397,752",-0.37%
WHR,Consumer Discretionary,Whirlpool Corporation,0.028238,164.65,S&P 500,6.20,26.57,0.40%,58.30M,2.06%,9.30B,6.55,25.15,-0.44%,55.73M,0.65%,1.65B,5.94,5.24,-,12.27%,-5.28%,21.55B,0.43,66.50%,-0.10%,6.44,-18.30%,78.47,2.10,8.30%,202.67,-25.00%,37.44,4.40,1.04%,34.40%,145.93 - 245.44,-29.83%,7.00,12.15,19.60%,18.00%,-32.92%,1.57,4.25%,0.70,1.20%,19.10%,12.83%,5.42,69000,1.10,-8.20%,10.20%,51.06,3.00% 3.08%,Yes,1.13,-21.70%,7.70%,1.57,167.77,Yes,1.01,Jul 25 AMC,21.90%,1.06M,164.65,2.90,1.60%,-1.53%,-16.05%,"1,664,935",-1.86%
